,baseline,small_lstm,small_gru
32,0.42105263471603394,0.5,0.42105263471603394
64,0.34210526943206787,0.5263158082962036,0.5263158082962036
128,0.5,0.46052631735801697,0.5789473652839661
256,0.5131579041481018,0.5263158082962036,0.4868420958518982
512,0.6578947305679321,0.4736842215061188,0.5131579041481018
