,baseline,small_lstm,small_gru
32,0.3466666638851166,0.2133333384990692,0.5600000023841858
64,0.41333332657814026,0.4266666769981384,0.5066666603088379
128,0.3466666638851166,0.46666666865348816,0.46666666865348816
256,0.46666666865348816,0.5199999809265137,0.4266666769981384
512,0.4266666769981384,0.4266666769981384,0.5333333611488342
