,baseline,small_lstm,small_gru
32,0.5131579041481018,0.34210526943206787,0.42105263471603394
64,0.5,0.3552631437778473,0.46052631735801697
128,0.5,0.4868420958518982,0.40789473056793213
256,0.4736842215061188,0.44736841320991516,0.40789473056793213
512,0.3947368562221527,0.42105263471603394,0.44736841320991516
