,baseline,small_lstm,small_gru
32,0.5333333611488342,0.3333333432674408,0.3333333432674408
64,0.4000000059604645,0.5333333611488342,0.4000000059604645
128,0.4000000059604645,0.46666666865348816,0.46666666865348816
256,0.5333333611488342,0.46666666865348816,0.46666666865348816
512,0.3333333432674408,0.46666666865348816,0.46666666865348816
