,baseline,small_lstm,small_gru
32,0.4000000059604645,0.3333333432674408,0.5333333611488342
64,0.46666666865348816,0.46666666865348816,0.46666666865348816
128,0.4000000059604645,0.46666666865348816,0.5333333611488342
256,0.5333333611488342,0.5333333611488342,0.5333333611488342
512,0.5333333611488342,0.46666666865348816,0.5333333611488342
